,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_LATITUDE,POO_LONGITUDE,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,EVACUATION_REPORTED,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FODJ_INCIDENT_ID,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_COMPLEX_NAME,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS,FIRED_ID,FIRED_ACRES,FIRED_SIMPLE_FSR,FIRED_MAX_GROWTH,FIRED_IG_LON,FIRED_IG_LAT
4159,2003_AZ-SCA-194_WINTER,AZ-SCA-194,WINTER,WF,208,H,FALSE,6/15/03 12:06,166,6/15/03 15:08,0,,,,0,,,,,Graham,33.3375,-110.028611,24 miles east of San Carlos on Route 8,AZ,,2003,,0,0,0,0,0,0,,,6/16/03 18:00,,2,FALSE,,9,2,6,1,70,1,6/15/03 17:45,166,70,6/15/03 17:45,166,6/15/03 17:45,166,208,6/15/03 17:45,166,0,"[nan, nan]",,,0,2003_AZ-SCA-194_WINTER,[307440],1,,166,166,['Equipment and vehicle use'],208,"[{'ID': 307440, 'COORDS': (33.3353, -110.1812), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 208.0, 'DISC': 166, 'CONT': 166.0}]","[(33.3353, -110.1812)]",,1,1,0,307440,33.3353,-110.1812,,"(33.3353, -110.1812)",,,,,,
4160,2003_AZ-SCA-275_POPCORN,AZ-SCA-275,POPCORN,WF,426,L,FALSE,7/13/03 15:30,194,7/17/03 22:00,0,,,,1,,,,,Gila,33.719167,-110.269167,21 MILES NE OF GLOBE  10 NAUTICAL MICES SOUTH OF WHITERIVER,AZ,140000,2003,,0,0,0,0,0,0,,,7/18/03 21:00,,4,FALSE,,,,,8,609,4,7/15/03 16:00,196,253,7/16/03 14:00,197,7/16/03 14:00,197,300,7/14/03 21:00,195,3,"[nan, nan, nan, nan]",,,0,2003_AZ-SCA-275_POPCORN,[307499],1,,193,202,['Natural'],226,"[{'ID': 307499, 'COORDS': (33.7362, -110.2695), 'CAUSE': 'Natural', 'SIZE': 226.0, 'DISC': 193, 'CONT': 202.0}]","[(33.7362, -110.2695)]",,1,1,0,307499,33.7362,-110.2695,,"(33.7362, -110.2695)",,,,,,
4165,2003_B-06-028_BIA-NCA,B-06-028,BIA-NCA,WF,102,H,FALSE,6/28/03 16:30,179,6/28/03 22:00,0,,,,0,,,,,Caddo,35.080278,-98.120278,1 MILE WEST OF VERDEN  OK.,OK,320,2003,,0,0,0,0,0,0,,,6/29/03 16:30,,1,FALSE,,1,1,,,9,,6/29/03 16:30,180,9,6/29/03 16:30,180,6/29/03 16:30,180,102,6/29/03 16:30,180,1,[nan],,,0,2003_B-06-028_BIA-NCA,[295682],1,,179,179,['Debris and open burning'],102,"[{'ID': 295682, 'COORDS': (35.0803, -98.1206), 'CAUSE': 'Debris and open burning', 'SIZE': 102.0, 'DISC': 179, 'CONT': 179.0}]","[(35.0803, -98.1206)]",,1,1,0,295682,35.0803,-98.1206,,"(35.0803, -98.1206)",14907,106.0864629,53.04323146,53.04323146,-98.32841354,35.36458333
4168,2003_CA-AEU-008205_CONSUMNES VMP,CA-AEU-008205,CONSUMNES VMP,RX,520,,,6/9/03 0:00,160,,0,,,,0,,,,,Sacramento,38.671944,-121.086944,West of Ione,CA,,2003,,0,0,0,0,0,0,,,6/25/03 0:00,,2,FALSE,,,,,,112,,6/2/03 15:30,153,56,6/2/03 15:30,153,6/25/03 0:00,176,2.608695652173913,6/25/03 0:00,176,16,"[nan, nan]",,,0,,,,,,,,,,,,,,,,,,,"(nan, nan)",,,,,,
4169,2003_CA-AEU-011407_SALT,CA-AEU-011407,SALT,WF,120,H,FALSE,7/18/03 5:58,199,7/20/03 15:00,0,Timber (Litter and Understory),,,1,,,,,Amador,38.449166999999996,-120.492222,MOKELUMNE RIVER  S/O HAMS STATION,CA,1250000,2003,,0,0,0,0,0,0,,,7/30/03 8:00,,9,FALSE,,2,,,51,3761,12,7/18/03 18:00,199,773,7/19/03 16:00,200,7/19/03 6:00,200,50,7/18/03 11:00,199,1,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2003_CA-AEU-011407_SALT,[1274048],1,,199,205,['Recreation and ceremony'],250,"[{'ID': 1274048, 'COORDS': (38.46694444, -120.40111110000001), 'CAUSE': 'Recreation and ceremony', 'SIZE': 250.0, 'DISC': 199, 'CONT': 205.0}]","[(38.46694444, -120.40111110000001)]",,1,1,0,1274048,38.46694444,-120.4011111,,"(38.46694444, -120.40111110000001)",16319,53.04323146,53.04323146,53.04323146,-119.931353,38.44791666
4170,2003_CA-ANF-002578_TEMPLIN,CA-ANF-002578,TEMPLIN,WF,120,H,FALSE,7/7/03 14:20,188,7/8/03 18:00,0,Brush (2 feet),,,2,,,,,Los Angeles,34.598889,-118.710278,Castaic,CA,,2003,,0,0,0,0,0,0,,,7/9/03 18:30,,5,FALSE,,25,,25,4,,4,7/7/03 17:00,188,,7/7/03 17:00,188,7/9/03 7:00,190,100,7/7/03 17:00,188,2,"[nan, nan, nan, nan, nan]",,,0,2003_CA-ANF-002578_TEMPLIN,[164753],1,,188,188,['Equipment and vehicle use'],156,"[{'ID': 164753, 'COORDS': (34.59833333, -118.71083329999999), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 156.0, 'DISC': 188, 'CONT': 188.0}]","[(34.59833333, -118.71083329999999)]",,1,1,0,164753,34.59833333,-118.7108333,,"(34.59833333, -118.71083329999999)",,,,,,
4171,2003_CA-ANF-003154_MIDDLE,CA-ANF-003154,MIDDLE,WF,300,U,FALSE,8/7/03 15:23,219,8/9/03 18:00,0,Chaparral (6 feet),,,1,,,,,Los Angeles,34.3025,-118.345278,San Fernando,CA,473064,2003,,0,0,0,0,0,0,,,8/10/03 17:00,,6,FALSE,,15,,15,10,1134,6,8/7/03 17:48,219,420,8/7/03 17:48,219,8/8/03 7:58,220,200,8/7/03 17:48,219,1,"[nan, nan, nan, nan, nan, nan]",,,0,2003_CA-ANF-003154_MIDDLE,[164805],1,,219,220,['Equipment and vehicle use'],300,"[{'ID': 164805, 'COORDS': (34.3, -118.33444440000001), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 300.0, 'DISC': 219, 'CONT': 220.0}]","[(34.3, -118.33444440000001)]",,1,1,0,164805,34.3,-118.3344444,,"(34.3, -118.33444440000001)",16287,212.1729259,70.72430862,106.0864629,-118.3386517,34.30625
4172,2003_CA-ANF-004490_PADUA,CA-ANF-004490,PADUA,WF,10446,H,FALSE,10/21/03 14:22,294,11/2/03 18:00,0,Chaparral (6 feet),,,0,,,,,Los Angeles,34.185833,-117.682222,CLAREMONT  CA,CA,1200000,2003,,9,0,9,59,0,59,,,10/30/03 18:00,,6,TRUE,,500,,500,4,2976,3,10/30/03 6:00,303,773,10/28/03 18:00,301,10/29/03 18:00,302,1446,10/28/03 18:00,301,8,"[nan, nan, nan, nan, nan, nan]",,,0,2003_CA-ANF-004490_PADUA,[1274491],1,['CA3417311768920031025-PADUA'],298,307,['Arson/incendiarism'],10446,"[{'ID': 1274491, 'MTBS_ID': 'CA3417311768920031025(PADUA)', 'COORDS': (34.18583333, -117.68222220000001), 'CAUSE': 'Arson/incendiarism', 'SIZE': 10446.0, 'DISC': 298, 'CONT': 307.0}]","[(34.18583333, -117.68222220000001)]",,1,1,1,1274491,34.18583333,-117.6822222,CA3417311768920031025(PADUA),"(34.18583333, -117.68222220000001)",,,,,,
4173,2003_CA-ANF-3468_ALAMOS,CA-ANF-3468,ALAMOS,WF,300,U,FALSE,8/23/03 16:50,235,8/26/03 18:00,0,Chaparral (6 feet),,,2,,,,,Los Angeles,34.694167,-118.808611,10 miles north of Castaic,CA,,2003,,0,0,0,0,0,0,,,8/26/03 10:00,,6,TRUE,,11,,10,53,1089,17,8/23/03 19:04,235,261,8/23/03 19:04,235,8/24/03 7:00,236,200,8/23/03 19:04,235,1,"[nan, nan, nan, nan, nan, nan]",,,0,2003_CA-ANF-3468_ALAMOS,[164827],1,,235,236,['Missing data/not specified/undetermined'],270,"[{'ID': 164827, 'COORDS': (34.70222222, -118.80138889999999), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 270.0, 'DISC': 235, 'CONT': 236.0}]","[(34.70222222, -118.80138889999999)]",,1,1,0,164827,34.70222222,-118.8013889,,"(34.70222222, -118.80138889999999)",16757,159.1296944,159.1296944,159.1296944,-118.8056728,34.70208333
4174,2003_CA-BBD-002179_SCODIE,CA-BBD-002179,SCODIE,WF,6.4,L,FALSE,7/21/03 15:00,202,7/22/03 18:00,0,,,,0,,,,,Tulare,35.883333,-118.016667,,CA,100000,2003,,0,0,0,0,0,0,,,7/22/03 11:53,,2,FALSE,,,,,1,63,1,7/21/03 22:30,202,59,7/21/03 22:30,202,7/21/03 22:30,202,6.4,7/21/03 22:30,202,0,"[nan, nan]",,,0,2003_CA-BBD-002179_SCODIE,[317192],1,,202,204,['Natural'],7,"[{'ID': 317192, 'COORDS': (35.903, -117.95200000000001), 'CAUSE': 'Natural', 'SIZE': 7.0, 'DISC': 202, 'CONT': 204.0}]","[(35.903, -117.95200000000001)]",,1,1,0,317192,35.903,-117.952,,"(35.903, -117.95200000000001)",16083,106.0864629,106.0864629,106.0864629,-118.2078205,36.16875
4175,2003_CA-BBD-003475_MICHAELS,CA-BBD-003475,MICHAELS,WF,388,U,FALSE,9/15/03 12:21,258,9/17/03 18:00,0,,,,0,,,,,Tulare,35.900278,-117.984722,NORTH OF CHIMNEY PEAK,CA,460559,2003,,0,0,0,0,0,0,,,9/19/03 18:40,,11,FALSE,,,,,43,2276,7,9/16/03 20:26,259,359,9/16/03 20:26,259,9/15/03 18:30,258,388,9/15/03 18:30,258,0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2003_CA-BBD-003475_MICHAELS,[317398],1,,258,261,['Firearms and explosives use'],412,"[{'ID': 317398, 'COORDS': (36.003, -117.9701), 'CAUSE': 'Firearms and explosives use', 'SIZE': 412.0, 'DISC': 258, 'CONT': 261.0}]","[(36.003, -117.9701)]",,1,1,0,317398,36.003,-117.9701,,"(36.003, -117.9701)",17504,583.4755461,145.8688865,212.1729259,-117.9893635,35.90625
4176,2003_CA-BBD-017030_LUNDY,CA-BBD-017030,LUNDY,WF,600,U,FALSE,4/24/03 14:08,114,4/26/03 18:00,0,,,,0,,,,,Mono,38.033333,-119.2,MONO CITY,CA,,2003,,0,0,0,0,0,0,,,4/27/03 0:00,,5,FALSE,,52,2,50,,137,,4/24/03 14:08,114,64,4/25/03 8:30,115,4/25/03 8:30,115,500,4/24/03 14:08,114,1,"[nan, nan, nan, nan, nan]",,,0,2003_CA-BBD-017030_LUNDY,[316959],1,['BLM-CABBD-U861-20030424-LUNDY'],114,116,['Missing data/not specified/undetermined'],739.8,"[{'ID': 316959, 'MTBS_ID': 'BLM-CABBD-U861-20030424(LUNDY)', 'COORDS': (38.051, -119.2954), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 739.8, 'DISC': 114, 'CONT': 116.0}]","[(38.051, -119.2954)]",,1,1,1,316959,38.051,-119.2954,BLM-CABBD-U861-20030424(LUNDY),"(38.051, -119.2954)",13326,212.1729259,106.0864629,106.0864629,-118.911039,37.86041666
4177,2003_CA-BBD-1426_SAWMILL,CA-BBD-1426,SAWMILL,WF,536,U,FALSE,6/26/03 17:21,177,6/29/03 6:00,0,Chaparral (6 feet),,,3,,,,,Kern,35.67944400000001,-118.490278,Isabella Highlands/Dutch Flat  west of Lake Isabella,CA,1100000,2003,,1,0,0,9,0,4,,,7/1/03 15:30,,11,TRUE,,350,,350,24,3239,12,6/27/03 18:10,178,690,6/29/03 6:00,180,6/28/03 7:41,179,310,6/27/03 18:10,178,2,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2003_CA-BBD-1426_SAWMILL,[317063],1,,177,180,['Misuse of fire by a minor'],536,"[{'ID': 317063, 'COORDS': (35.6816, -118.579), 'CAUSE': 'Misuse of fire by a minor', 'SIZE': 536.0, 'DISC': 177, 'CONT': 180.0}]","[(35.6816, -118.579)]",,1,1,0,317063,35.6816,-118.579,,"(35.6816, -118.579)",14802,318.2593888,106.0864629,212.1729259,-118.4773849,35.66458333
4178,2003_CA-BBD-1500_ROYCE,CA-BBD-1500,ROYCE,WF,249,U,FALSE,6/29/03 16:21,180,6/30/03 1:00,0,,,,0,,,,,Kern,38.302222,-117.971667,Canebrake  and Hwy 178,CA,,2003,,0,0,0,2,0,0,,,7/2/03 10:55,,3,FALSE,,,,,,5,,6/30/03 9:52,181,5,6/30/03 9:52,181,6/30/03 9:52,181,249,6/30/03 9:52,181,1,"[nan, nan, nan]",,,0,2003_CA-BBD-1500_ROYCE,[317075],1,,180,182,['Missing data/not specified/undetermined'],185,"[{'ID': 317075, 'COORDS': (35.745, -118.1206), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 185.0, 'DISC': 180, 'CONT': 182.0}]","[(35.745, -118.1206)]",,1,1,0,317075,35.745,-118.1206,,"(35.745, -118.1206)",,,,,,
4179,2003_CA-BBD-1863_POINT,CA-BBD-1863,POINT,WF,177,U,FALSE,7/8/03 6:18,189,7/8/03 18:00,0,Tall Grass (2.5 feet),,,1,,,,,Kern,35.634167,-118.451389,Cook's Peak east of Lake Isabella,CA,80760,2003,,0,0,0,0,0,0,,,7/11/03 17:04,,4,FALSE,,100,,100,12,487,6,7/8/03 14:00,189,240,7/8/03 6:18,189,7/8/03 14:00,189,145,7/8/03 14:00,189,0,"[nan, nan, nan, nan]",,,0,2003_CA-BBD-1863_POINT,[317133],1,,189,189,['Missing data/not specified/undetermined'],170,"[{'ID': 317133, 'COORDS': (35.6341, -118.4648), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 170.0, 'DISC': 189, 'CONT': 189.0}]","[(35.6341, -118.4648)]",,1,1,0,317133,35.6341,-118.4648,,"(35.6341, -118.4648)",15723,1697.383407,212.1729259,477.38908319999996,-118.6805809,35.53541666
4180,2003_CA-BBD-2432_SOUTH,CA-BBD-2432,SOUTH,WF,33,L,FALSE,8/1/03 12:57,213,,0,,,,0,,,,,Kern,35.026111,-118.551667,TEHACHAPI,CA,,2003,,0,0,0,0,0,0,,,8/3/03 6:00,,3,FALSE,,,,,6,69,2,8/1/03 18:30,213,23,8/1/03 18:30,213,8/3/03 6:00,215,18,8/3/03 6:00,215,2,"[nan, nan, nan]",,,0,2003_CA-BBD-2432_SOUTH,[317243],1,,213,214,['Natural'],33,"[{'ID': 317243, 'COORDS': (35.033, -118.5673), 'CAUSE': 'Natural', 'SIZE': 33.0, 'DISC': 213, 'CONT': 214.0}]","[(35.033, -118.5673)]",,1,1,0,317243,35.033,-118.5673,,"(35.033, -118.5673)",,,,,,
4181,2003_CA-BDC-22728_LIGHTNING,CA-BDC-22728,LIGHTNING,WF,2000,L,FALSE,7/16/03 18:57,197,7/18/03 12:00,0,Brush (2 feet),,,1,,,,,San Bernardino,35.038889000000005,-114.685833,Along Colorado River 10 miles N/O Needles,CA,,2003,,0,0,0,8,0,1,,,7/21/03 8:00,,6,FALSE,,1,,1,,258,,7/17/03 7:00,198,75,7/17/03 8:00,198,7/17/03 8:00,198,2000,7/17/03 8:00,198,1,"[nan, nan, nan, nan, nan, nan]",,,0,2003_CA-BDC-22728_LIGHTNING,[377906],1,['CA3500511465220030716-LIGHTNING'],197,198,['Natural'],2180,"[{'ID': 377906, 'MTBS_ID': 'CA3500511465220030716(LIGHTNING)', 'COORDS': (35.00583333, -114.66055559999998), 'CAUSE': 'Natural', 'SIZE': 2180.0, 'DISC': 197, 'CONT': 198.0}]","[(35.00583333, -114.66055559999998)]",,1,1,1,377906,35.00583333,-114.6605556,CA3500511465220030716(LIGHTNING),"(35.00583333, -114.66055559999998)",15191,1166.951092,89.76546863,530.4323146,-114.6601259,34.99375
4182,2003_CA-BDC-3906_JORDAN,CA-BDC-3906,JORDAN,WF,5,U,FALSE,2/4/03 2:49,35,2/4/03 12:00,0,,,,0,N,TRUE,,,San Bernardino,,,S21  T8N  R4W SBBM. Mojave River  12 miles N of Victorville,CA,,2003,,0,0,0,0,0,0,,,2/7/03 15:00,,2,FALSE,,,,,,49,,2/4/03 2:49,35,34,2/4/03 2:49,35,2/4/03 2:49,35,5,2/4/03 2:49,35,0,"[nan, nan]",,,0,,,,,,,,,,,,,,,,,,,"(nan, nan)",,,,,,
4183,2003_CA-BDF-10121_PALM,CA-BDF-10121,PALM,WF,10,H,FALSE,10/19/03 3:12,292,,0,Chaparral (6 feet),,,0,,,,,San Bernardino,34.200556,-117.343056,NORTH END OF SAN BERNARDINO,CA,,2003,,0,0,0,0,0,0,,,10/19/03 17:23,,2,FALSE,,,,,10,272,7,10/19/03 7:27,292,206,10/19/03 7:27,292,10/19/03 7:27,292,10,10/19/03 7:27,292,0,"[nan, nan]",,,0,2003_CA-BDF-10121_PALM,[162276],1,,292,292,['Missing data/not specified/undetermined'],30,"[{'ID': 162276, 'COORDS': (34.23111111, -117.33972220000001), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 30.0, 'DISC': 292, 'CONT': 292.0}]","[(34.23111111, -117.33972220000001)]",,1,1,0,162276,34.23111111,-117.3397222,,"(34.23111111, -117.33972220000001)",,,,,,
4184,2003_CA-BDF-10329_OLD,CA-BDF-10329,OLD,WF,91281,H,FALSE,10/25/03 9:17,298,11/5/03 6:00,6,Chaparral (6 feet),,,12,,,,,San Bernardino,34.178333,-117.27,NORTH END OF THE CITY OF SAN BERNARDINO,CA,42336057,2003,,35,0,35,1003,10,993,,,11/14/03 6:00,,41,TRUE,,24500,500,24000,507,67985,29,11/2/03 18:00,306,4211,11/1/03 18:00,305,10/30/03 18:00,303,41401,10/30/03 18:00,303,5,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2003_CA-BDF-10329_OLD,[162278],1,['CA3424711728420031025-OLD'],298,319,['Arson/incendiarism'],91281,"[{'ID': 162278, 'MTBS_ID': 'CA3424711728420031025(OLD)', 'COORDS': (34.19694444, -117.27611110000001), 'CAUSE': 'Arson/incendiarism', 'SIZE': 91281.0, 'DISC': 298, 'CONT': 319.0}]","[(34.19694444, -117.27611110000001)]",,1,1,1,162278,34.19694444,-117.2761111,CA3424711728420031025(OLD),"(34.19694444, -117.27611110000001)",,,,,,
4185,2003_CA-BDF-8860_BRIDGE,CA-BDF-8860,BRIDGE,WF,1352,H,FALSE,9/5/03 15:04,248,9/10/03 18:00,0,Chaparral (6 feet),,,7,,,,,San Bernardino,34.190556,-117.166944,N of San Bernardino  3.5 mi S of Lake Arrowhead,CA,3000000,2003,,0,0,0,0,0,0,,,9/16/03 8:46,,15,TRUE,,4500,,1500,142,8488,21,9/6/03 12:30,249,1026,9/7/03 18:00,250,9/5/03 22:00,248,1252,9/5/03 22:00,248,0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2003_CA-BDF-8860_BRIDGE,[163363],1,['CA3417611717320030905-BRIDGE'],248,257,['Missing data/not specified/undetermined'],1352,"[{'ID': 163363, 'MTBS_ID': 'CA3417611717320030905(BRIDGE)', 'COORDS': (34.16888889, -117.1827778), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 1352.0, 'DISC': 248, 'CONT': 257.0}]","[(34.16888889, -117.1827778)]",,1,1,1,163363,34.16888889,-117.1827778,CA3417611717320030905(BRIDGE),"(34.16888889, -117.1827778)",17097,1273.037555,318.2593888,1113.907861,-117.1859222,34.18125
4186,2003_CA-BDF-9582_LYTLE,CA-BDF-9582,LYTLE,WF,903,U,FALSE,10/1/03 14:13,274,10/5/03 18:00,0,Chaparral (6 feet),,,1,,,,,San Bernardino,34.264722,-117.504722,Northwest of the community of Lytle Creek at the pavement end,CA,2625000,2003,,0,0,0,0,0,0,,,10/9/03 18:00,,15,FALSE,,10,,5,112,6541,18,10/1/03 15:30,274,919,10/3/03 18:00,276,10/2/03 18:00,275,650,10/1/03 19:57,274,1,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,0,,,,,,,,,,,,,,,,,,,"(nan, nan)",18349,159.1296944,53.04323146,106.0864629,-117.5202641,34.27291666
4187,2003_CA-BDU-005717_173,CA-BDU-005717,173,WF,80,U,FALSE,6/15/03 17:05,166,6/15/03 0:00,0,,,,1,,,,,San Bernardino,34.329722,-117.242778,Hwy 173 & Arrowhead Lake Rd,CA,69309,2003,,0,0,0,0,0,0,,,6/17/03 7:15,,5,FALSE,,,,,11,606,5,6/15/03 19:51,166,215,6/15/03 19:51,166,6/15/03 19:51,166,80,6/15/03 19:51,166,0,"[nan, nan, nan, nan, nan]",,,0,2003_CA-BDU-005717_173,[1274643],1,,166,166,['Missing data/not specified/undetermined'],160,"[{'ID': 1274643, 'COORDS': (34.31805556, -117.3538889), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 160.0, 'DISC': 166, 'CONT': 166.0}]","[(34.31805556, -117.3538889)]",,1,1,0,1274643,34.31805556,-117.3538889,,"(34.31805556, -117.3538889)",14723,53.04323146,53.04323146,53.04323146,-117.0775499,34.08125
4188,2003_CA-BDU-006261_AIRPORT,CA-BDU-006261,AIRPORT,WF,2,U,FALSE,6/29/03 13:05,180,,0,,,,0,,,,,Inyo,37.383333,-118.368333,Wye Rd W/O Bishop Airport,CA,,2003,,0,0,0,0,0,0,,,6/29/03 21:40,,2,FALSE,,,,,,101,,6/29/03 13:40,180,101,6/29/03 13:40,180,6/29/03 21:40,180,1,6/29/03 13:40,180,0,"[nan, nan]",,,0,2003_CA-BDU-006261_AIRPORT,[1372200],1,,180,180,['Missing data/not specified/undetermined'],2,"[{'ID': 1372200, 'COORDS': (37.36888888, -118.37694440000001), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 2.0, 'DISC': 180, 'CONT': 180.0}]","[(37.36888888, -118.37694440000001)]",,1,1,0,1372200,37.36888888,-118.3769444,,"(37.36888888, -118.37694440000001)",,,,,,
4189,2003_CA-BDU-006579_ALABAMA,CA-BDU-006579,ALABAMA,WF,35,U,FALSE,7/5/03 13:59,186,7/6/03 0:00,0,Chaparral (6 feet),,,0,,,,,San Bernardino,34.151389,-117.616944,SAPPHIRE N/O ALMOND  RANCHO CUCAMONGA,CA,,2003,,0,0,0,0,0,0,,,7/7/03 7:30,,2,FALSE,,,,,1,245,1,7/6/03 3:00,187,226,7/6/03 3:00,187,7/6/03 3:00,187,35,7/6/03 3:00,187,1,"[nan, nan]",,,0,2003_CA-BDU-006579_ALABAMA,[1274366],1,,186,186,['Arson/incendiarism'],30,"[{'ID': 1274366, 'COORDS': (34.16861111, -117.62777779999999), 'CAUSE': 'Arson/incendiarism', 'SIZE': 30.0, 'DISC': 186, 'CONT': 186.0}]","[(34.16861111, -117.62777779999999)]",,1,1,0,1274366,34.16861111,-117.6277778,,"(34.16861111, -117.62777779999999)",14728,583.4755461,583.4755461,583.4755461,-117.7833767,34.19791666
4190,2003_CA-BDU-009212_MANZANAR,CA-BDU-009212,MANZANAR,WF,5,L,FALSE,9/2/03 20:48,245,9/3/03 16:00,0,,,,0,,,,,Inyo,36.768333,-118.117222,South of Independence next to Manzanar,CA,,2003,,0,0,0,0,0,0,,,9/10/03 12:05,,2,FALSE,,,,,,98,,9/3/03 6:30,246,98,9/3/03 6:30,246,9/3/03 6:30,246,5,9/3/03 6:30,246,1,"[nan, nan]",,,0,,,,,,,,,,,,,,,,,,,"(nan, nan)",,,,,,
4191,2003_CA-BDU-10319_MOJAVE,CA-BDU-10319,MOJAVE,WF,28,U,FALSE,9/28/03 11:35,271,9/28/03 14:00,0,Chaparral (6 feet),,,0,,,,,San Bernardino,34.368333,-117.2025,HWY 173 & MOJAVE FORKS (HESPERIA AREA),CA,,2003,,0,0,0,0,0,0,,,9/30/03 15:45,,4,FALSE,,,,,3,386,3,9/28/03 11:35,271,137,9/28/03 11:35,271,9/28/03 18:00,271,20,9/28/03 11:35,271,0,"[nan, nan, nan, nan]",,,0,2003_CA-BDU-10319_MOJAVE,[1372254],1,,271,271,['Equipment and vehicle use'],28,"[{'ID': 1372254, 'COORDS': (34.30388888, -117.3030556), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 28.0, 'DISC': 271, 'CONT': 271.0}]","[(34.30388888, -117.3030556)]",,1,1,0,1372254,34.30388888,-117.3030556,,"(34.30388888, -117.3030556)",,,,,,
